ID,Sensor1,Sensor2,Sensor3,Sensor4,Compound
1137,4820380,17964500,21860600,383717,2-propanol
1138,4812460,17984600,21843500,383423,2-propanol
1139,4771340,18122000,21906500,383428,2-propanol
1140,4767650,17897800,21918900,383296,2-propanol
1141,4789140,17633600,21801800,383161,2-propanol
1142,4758410,17153000,21776000,383312,2-propanol
1143,4750900,16967200,21775400,383297,2-propanol
1144,4733850,17322800,21738000,382923,2-propanol
1145,4739540,17167600,21790000,382722,2-propanol
1146,4754080,17337000,21782200,382414,2-propanol
1147,4761010,16864000,21757300,382529,2-propanol
1148,4734360,16639400,21910100,382516,2-propanol
1149,4719770,16640700,21841900,382504,2-propanol
1150,4719910,16562200,21903600,382079,2-propanol
1151,4694440,16609500,21949500,381420,2-propanol
1152,4696380,17680700,21895200,380879,2-propanol
1153,4673450,17484000,21971700,380539,2-propanol
1154,4673200,17450300,21919700,380331,2-propanol
1155,4691790,17092100,22068500,380150,2-propanol
1156,4685090,18541400,22076700,379859,2-propanol
1157,4690410,18379500,22050300,379343,2-propanol
1158,4689610,17732000,22049500,379184,2-propanol
1159,4683330,17948200,21997600,379226,2-propanol
1160,4692980,17588500,21983200,379189,2-propanol
1161,4698370,15801500,21928300,379020,2-propanol
1162,4696610,16079100,21927700,379139,2-propanol
1163,4688840,16273300,21985000,379414,2-propanol
1164,4709610,17544200,21971600,379094,2-propanol
1165,4695070,17806800,21806700,378729,2-propanol
1166,4678760,17590400,21822700,378554,2-propanol
1167,4669220,17692400,21842600,378426,2-propanol
1168,4698270,17539400,21731500,377885,2-propanol
1169,4705410,17578000,21680100,377344,2-propanol
1170,4703080,17712700,21738900,377295,2-propanol
1171,4700040,17832000,21741600,376950,2-propanol
1172,4676900,17934600,21723800,377349,2-propanol
1173,4653650,17776500,21811900,377395,2-propanol
1174,4620210,17818200,21753800,377465,2-propanol
1175,4609590,17427600,21744600,377454,2-propanol
1176,4601660,17265400,21666900,377431,2-propanol
1177,4630890,17141000,21681200,377753,2-propanol
1178,4638880,17090700,21707900,377532,2-propanol
1179,4627700,16951600,21761800,377011,2-propanol
1180,4616150,17470200,21605700,376553,2-propanol
1181,4604950,17168700,21629800,376703,2-propanol
1182,4581920,16939000,21686800,376808,2-propanol
1183,4568080,17084700,21696000,376497,2-propanol
1184,4570430,17169800,21726200,376716,2-propanol
1185,4588860,16707300,21742900,376631,2-propanol
1186,4581710,16707000,21695500,376543,2-propanol
1187,4574290,16550000,21563800,377051,2-propanol
1188,4574190,16732700,21607100,376775,2-propanol
1189,4570820,16616900,21597600,376228,2-propanol
1190,4560640,16385800,21650200,376268,2-propanol
1191,4582950,16626500,21759600,375861,2-propanol
1192,4585890,15705500,21683400,375455,2-propanol
1193,4603260,15642200,21620000,375048,2-propanol
1194,4608850,15477700,21595200,375021,2-propanol
1195,4616630,15525200,21564500,375458,2-propanol
1196,4626380,15481200,21567300,375188,2-propanol
1197,4609340,15742100,21566500,374632,2-propanol
1198,4608500,15618700,21530100,374353,2-propanol
1199,4609220,15780600,21619000,374590,2-propanol
1200,4625290,15662300,21679700,374419,2-propanol
1201,4606440,15457500,21717200,374673,2-propanol
1202,4621330,15360900,21769200,374611,2-propanol
1203,4628620,15120900,21832600,374607,2-propanol
1204,4624370,15278400,21764700,374154,2-propanol
1205,4625410,14933600,21726800,373784,2-propanol
1206,4601070,15109000,21664900,373499,2-propanol
1207,4580140,15091600,21630100,373319,2-propanol
1208,4589900,14826800,21654400,373282,2-propanol
1209,4582330,14767300,21663700,373440,2-propanol
1210,4563950,14773700,21684700,373586,2-propanol
1211,4551040,15085000,21687300,373867,2-propanol
1212,4560260,14828400,21918900,373557,2-propanol
1213,4551810,14826800,21743500,373497,2-propanol
1214,4551780,15003800,21762800,373362,2-propanol
1215,4558380,14681500,21712400,373229,2-propanol
1216,4565950,14811200,21817200,372979,2-propanol
1217,4570400,14822600,21968300,372804,2-propanol
1218,4573770,14544000,21851100,373073,2-propanol
1219,4567170,14551500,21903200,372583,2-propanol
1220,4565400,14211800,21842200,372895,2-propanol
1221,4585680,14304900,21831500,372619,2-propanol
1222,4585630,14165700,21790600,372937,2-propanol
1223,4586090,14184100,21767900,373191,2-propanol
1224,4582180,14212300,21774000,373028,2-propanol
1225,4586840,14106700,21812500,372931,2-propanol
1226,4592960,13949500,21850900,372892,2-propanol
1227,4599310,13961200,21890700,372864,2-propanol
1228,4609510,13867000,21740700,372843,2-propanol
1229,4624570,14101400,21704200,372571,2-propanol
1230,4619190,14005800,21626800,372307,2-propanol
1231,4607340,14159000,21590800,372296,2-propanol
1232,4598500,14125200,21637600,372266,2-propanol
1233,4594500,13977000,21630800,372665,2-propanol
1234,4584930,14401900,21615500,372139,2-propanol
1235,4576260,14217300,21527500,371818,2-propanol
1236,4591070,14217500,21563800,371959,2-propanol
1237,4580720,14097000,21621100,372084,2-propanol
1238,4590800,14009000,21549100,372199,2-propanol
1239,4609140,13978500,21563000,372118,2-propanol
1240,4611600,14059800,21720100,371941,2-propanol
1241,4606330,13912000,21731000,372123,2-propanol
1242,4592800,13991600,21689700,372158,2-propanol
1243,4591780,13765600,21686100,372311,2-propanol
1244,4592810,13931400,21552000,372109,2-propanol
1245,4616830,14029300,21500300,372073,2-propanol
1246,4623820,14216400,21531900,371987,2-propanol
1247,4617470,13801300,21486600,371846,2-propanol
1248,4599000,13467500,21513800,372220,2-propanol
1249,4606620,13615700,21552800,372121,2-propanol
1250,4620480,13499300,21644800,372119,2-propanol
1251,4620690,13642500,21664500,372139,2-propanol
1252,4603970,13162800,21687700,372087,2-propanol
1253,4609740,13258400,21683800,372169,2-propanol
1254,4652720,12927000,21681700,372235,2-propanol
1255,4650310,13202300,21663000,372130,2-propanol
1256,4654400,13069000,21686800,371811,2-propanol
1257,4654430,12829900,21743000,372211,2-propanol
1258,4659550,12795400,21714900,372071,2-propanol
1259,4632310,12731000,21671200,371770,2-propanol
1260,4637680,12806300,21653300,371490,2-propanol
1261,4631540,12508900,21657100,371833,2-propanol
1262,4618020,12498900,21677100,371778,2-propanol
1263,4618990,12292200,21643200,371390,2-propanol
1264,4623940,12464200,21615700,371616,2-propanol
1265,4618490,12285500,21614700,371344,2-propanol
1266,4610450,12048000,21550200,371439,2-propanol
1267,4620190,12103700,21639400,371595,2-propanol
1268,4611630,12189500,21619900,371463,2-propanol
1269,4604260,12342400,21614900,371797,2-propanol
1270,4620290,11973600,21574300,372104,2-propanol
1271,4602150,12382100,21535500,371939,2-propanol
1272,4586960,12020200,21542700,371843,2-propanol
1273,4588400,12358300,21531000,371706,2-propanol
1274,4574030,12235400,21344000,371658,2-propanol
1275,4585590,12001700,21475100,371777,2-propanol
1276,4580820,11608700,21397000,372048,2-propanol
1277,4588480,11688700,21436000,371890,2-propanol
1278,4590910,11717600,21394400,371867,2-propanol
1279,4584880,11702400,21319400,371735,2-propanol
1280,4596430,11594500,21347400,371581,2-propanol
1281,4587670,11745900,21346100,371898,2-propanol
1282,4574300,11974800,21355200,372044,2-propanol
1283,4572680,12160400,21346200,371864,2-propanol
1284,4564790,12165000,21293600,371697,2-propanol
1285,4573270,12141300,21263400,371558,2-propanol
1286,4558940,12146000,21257400,371522,2-propanol
1287,4548400,11984900,21201400,371481,2-propanol
1288,4549180,11851200,21227700,371354,2-propanol
1289,4547480,12033800,21193100,371390,2-propanol
1290,4548680,11825000,21201000,371385,2-propanol
1291,4540540,11808000,21263700,371274,2-propanol
1292,4540610,11770100,21289900,371521,2-propanol
1293,4522480,11695500,21402000,371206,2-propanol
1294,4516430,11681900,21291100,371607,2-propanol
1295,4512700,11812300,21181100,371316,2-propanol
1296,4375250,11889900,21161200,371625,2-propanol
1297,4356650,11970300,21166500,371621,2-propanol
1298,4359160,12115800,21187700,372108,2-propanol
1299,4361880,12387600,21190700,372347,2-propanol
1300,4361760,12256000,21160600,372818,2-propanol
1301,4359650,12308000,21107700,372621,2-propanol
1302,4343460,12285800,21052000,372739,2-propanol
1303,4344520,12260500,20997500,372964,2-propanol
1304,4354000,12184800,20999500,372886,2-propanol
1305,4351050,12051300,20824100,372898,2-propanol
1306,4347540,12043700,20787800,373316,2-propanol
1307,4341170,11917800,20861300,373273,2-propanol
1308,4345040,11849300,20872200,373545,2-propanol
1309,4336980,11724200,20891200,373337,2-propanol
1310,4340370,11702300,20704400,373051,2-propanol
1311,4343310,11592200,20693700,372983,2-propanol
1312,4348650,11450000,20687800,372857,2-propanol
1313,4344410,11461400,20953100,373273,2-propanol
1314,4350670,11413900,20966500,373386,2-propanol
1315,4348240,11308200,20915100,373270,2-propanol
1316,4335470,11176700,20917600,373418,2-propanol
1317,4345810,11193500,20855200,373133,2-propanol
1318,4338030,11155700,20853400,373218,2-propanol
1319,4316560,11169400,20838000,373612,2-propanol
1320,4321680,11191800,20817900,373601,2-propanol
1321,4327180,11178900,20758100,373688,2-propanol
1322,4316230,11028400,20685000,373990,2-propanol
1323,4316740,11013500,20718500,373915,2-propanol
1324,4321370,11076000,20661200,374032,2-propanol
1325,4310410,11048700,20585200,374070,2-propanol
1326,4328690,11074100,20279000,373796,2-propanol
1327,4301300,11030000,20119600,373652,2-propanol
1328,4305680,11093900,20121500,373677,2-propanol
1329,4284350,10950800,20291300,373577,2-propanol
1330,4279880,10932800,20274400,373633,2-propanol
1331,4279970,10997100,20191100,373315,2-propanol
1332,4280590,10940200,20039600,373299,2-propanol
1333,4267820,10891300,19943900,373211,2-propanol
1334,4263410,10881500,20026800,373162,2-propanol
1335,4265700,10967200,20026100,373009,2-propanol
1336,4272840,10867100,20044500,372896,2-propanol
1337,4271680,10991000,20067700,372872,2-propanol
1338,4287910,10959700,20078000,373010,2-propanol
1339,4276970,10935900,20053800,372877,2-propanol
1340,4270840,10935800,20063300,372925,2-propanol
1341,4263270,10967800,20008400,373173,2-propanol
1342,4262580,10957900,19961900,373122,2-propanol
1343,4273250,10930500,19897500,373098,2-propanol
1344,4261900,10919400,20009400,372923,2-propanol
1345,4246040,11035600,20042000,373104,2-propanol
1346,4231540,10999500,20015500,372810,2-propanol
1347,4231840,10911700,20093700,372668,2-propanol
1348,4235730,10882600,20079800,372584,2-propanol
1349,4221510,10855200,20088400,372531,2-propanol
1350,4240350,11024800,20060900,372670,2-propanol
1351,4250580,10978300,20016500,372689,2-propanol
1352,4229610,11106800,20022600,372634,2-propanol
1353,4244870,11195200,19965300,372735,2-propanol
1354,4252580,11197400,19891300,372638,2-propanol
1355,4239290,11246900,19901700,372755,2-propanol
1356,4218450,11285000,19905700,372561,2-propanol
1357,4225050,11259100,19898300,372562,2-propanol
1358,4230600,11237300,19919500,372330,2-propanol
1359,4213620,11010400,19967800,372444,2-propanol
1360,4213080,11164400,19907400,372406,2-propanol
1361,4190420,11133100,19893200,372268,2-propanol
1362,4193720,11037000,20019400,372439,2-propanol
1363,4179110,10869000,20009300,372045,2-propanol
1364,4186770,10881800,20055800,371759,2-propanol
1365,4186120,10928800,20103500,372008,2-propanol
1366,4182780,10821600,20101600,372098,2-propanol
1367,4196500,11017700,20112100,371940,2-propanol
1368,4183940,11045400,20024700,371954,2-propanol
1369,4196970,11051100,19989900,372007,2-propanol
1370,4193580,11088300,19922500,371691,2-propanol
1371,4192760,11045200,19890200,371860,2-propanol
1372,4188720,11054600,19718900,371880,2-propanol
1373,4200450,10900300,19624400,371437,2-propanol
1374,4193660,10789000,19657200,371058,2-propanol
1375,4188100,10984500,19686400,371435,2-propanol
1376,4199170,10994300,19732300,371456,2-propanol
1377,4191650,10953900,19807100,370969,2-propanol
1378,4193940,10820700,19783000,370597,2-propanol
1379,4209080,10766200,19713900,370739,2-propanol
1380,4196100,11072000,19701500,370585,2-propanol
1381,4225180,11106900,19766100,370218,2-propanol
1382,4195080,11145700,19784600,369995,2-propanol
1383,4183570,11084800,19676300,369869,2-propanol
1384,4195880,11030000,19563600,369680,2-propanol
1385,4179580,11074300,19489100,369630,2-propanol
1386,4197580,11099300,19490800,369352,2-propanol
1387,4202910,11108500,19519400,369373,2-propanol
1388,4198480,11136300,19508600,369617,2-propanol
1389,4197830,11181800,19572400,369220,2-propanol
1390,4213260,11147700,19527600,369049,2-propanol
1391,4212630,11092400,19499000,368610,2-propanol
1392,4208120,10871200,19403900,368152,2-propanol
1393,4213410,10977900,19242000,367910,2-propanol
1394,4218190,10820100,19213600,367910,2-propanol
1395,4216000,10526900,19211600,367741,2-propanol
1396,4187910,11199500,19197300,367528,2-propanol
1397,4171220,10830700,19188900,367556,2-propanol
1398,4195400,10920200,19300200,367419,2-propanol
1399,4179540,10766500,19445500,367424,2-propanol
1400,4171930,10733100,19412000,366772,2-propanol
1401,4165320,10794700,19540900,366537,2-propanol
1402,4148030,11059200,19533000,366321,2-propanol
1403,4154630,12232300,19489600,366040,2-propanol
1404,4167350,13332500,19516500,365781,2-propanol
1405,4153160,13865300,19511600,366052,2-propanol
1406,4165790,13734000,19483600,365809,2-propanol
1407,4140770,13824100,19462200,365286,2-propanol
1408,4153770,14529400,19505900,365102,2-propanol
1409,4153980,14546000,19584000,365131,2-propanol
1410,4154950,14664000,19573400,364713,2-propanol
1411,4134820,14943700,19530900,364386,2-propanol
1412,4156660,14891400,19488700,363893,2-propanol
1413,4136870,15011300,19565300,363683,2-propanol
1414,4129470,14788300,19513400,363848,2-propanol
1415,4144340,14667100,19538700,363661,2-propanol
1416,4136220,14533600,19372100,363149,2-propanol
1417,4133940,14778500,19354600,362985,2-propanol
1418,4138160,15141200,19497800,362868,2-propanol
1419,4139180,15120100,19450000,362619,2-propanol
1420,4126970,15277500,19412300,362425,2-propanol
1421,4135110,15427200,19409000,362297,2-propanol
1422,4150460,15321800,19462100,362041,2-propanol
1423,4140320,15112100,19464200,361951,2-propanol
1424,4139190,15564100,19418400,361642,2-propanol
1425,4160510,12571127,19388100,361428,2-propanol
1426,4165250,10880882,19381000,361185,2-propanol
1427,4166690,12494777,19366400,360742,2-propanol
1428,4156000,11133251,19393700,360333,2-propanol
1429,4164230,13539371,19346000,360099,2-propanol
1430,4167040,14928142,19219300,359838,2-propanol
1431,4149130,11336145,19282300,359668,2-propanol
1432,4164610,14614823,19294600,359709,2-propanol
1433,4165280,13100886,19290300,359764,2-propanol
1434,4173050,15193994,19311400,359247,2-propanol
1435,4147230,14617500,19327700,358928,2-propanol
1436,4173430,11613251,19294100,359032,2-propanol
1437,4165840,11023255,19321100,359119,2-propanol
1438,4162440,13904473,19284400,358852,2-propanol
1439,4164950,14875201,19196500,358545,2-propanol
1440,4162450,11186409,19320200,358379,2-propanol
1441,4167370,15095224,19219800,358327,2-propanol
1442,4167340,13774403,19261500,358428,2-propanol
1443,4175230,11402074,19269400,357947,2-propanol
1444,4172310,11505089,19292400,357909,2-propanol
1445,4167930,14619652,19237300,357565,2-propanol
1446,4168810,14100770,19298300,357373,2-propanol
1447,4164140,11910109,19341900,357106,2-propanol
1448,4178960,13866461,19345500,356979,2-propanol
1449,4166940,11129733,19332100,356706,2-propanol
1450,4167400,14466475,19336800,356018,2-propanol
1451,4150930,12700847,19249700,355767,2-propanol
1452,4152170,14860064,19247000,355661,2-propanol
1453,4153860,10762590,19243400,355438,2-propanol
1454,4153570,11831495,19278100,355316,2-propanol
1455,4140110,12748035,19303000,354972,2-propanol
1456,4166590,11502835,19290900,354737,2-propanol
1457,4156430,12103833,19295600,354623,2-propanol
1458,4184000,15206689,19328200,354482,2-propanol
1459,4168250,13322700,19305200,354474,2-propanol
1460,4182730,14368301,19253700,354316,2-propanol
1461,4185180,12785952,19268300,354171,2-propanol
1462,4190630,12135368,19286300,354132,2-propanol
1463,4189460,13218118,19345700,353790,2-propanol
1464,4149088,14316468,19343600,353389,2-propanol
1465,4180760,12404314,19327200,353238,2-propanol
1466,4175486,15383628,19367500,353059,2-propanol
1467,4184220,12897370,19329700,353057,2-propanol
1468,4148831,14595532,19312600,353054,2-propanol
1469,4174410,11954368,19265000,352544,2-propanol
1470,4187908,15450532,19243700,352252,2-propanol
1471,4180915,11366464,19182900,352345,2-propanol
1472,4167602,14595032,19181400,352535,2-propanol
1473,4167499,12609329,19161000,352690,2-propanol
1474,4142825,13919754,19219300,352452,2-propanol
1475,4181692,13691459,19146700,352141,2-propanol
1476,4137322,15249891,19164300,351895,2-propanol
1477,4175310,12324133,19110600,351760,2-propanol
1478,4168456,13512506,19157000,351715,2-propanol
1479,4139557,12747686,19163800,351470,2-propanol
1480,4161539,12541235,19013900,350824,2-propanol
1481,4180073,10694301,19010400,350585,2-propanol
1482,4164086,14290636,19007000,350422,2-propanol
1483,4158141,13229266,19011300,350421,2-propanol
1484,4135169,12903523,19190500,350651,2-propanol
1485,4164155,15432532,19228100,350366,2-propanol
1486,4173458,13006346,19208400,350490,2-propanol
1487,4164556,12158719,19214200,350343,2-propanol
1488,4169201,14103203,19167200,350109,2-propanol
1489,4161439,13934354,19149000,350042,2-propanol
1490,4144495,11603312,19196800,350213,2-propanol
1491,4183525,13305514,19194000,350354,2-propanol
1492,4127999,13814676,19206200,350076,2-propanol
1493,4170060,13664981,19162000,350330,2-propanol
1494,4159446,12865739,19165500,350209,2-propanol
1495,4179578,11409624,19161000,350178,2-propanol
1496,4184633,13518660,19117000,350230,2-propanol
1497,4135841,10799995,19132200,350460,2-propanol
1498,4127869,14394384,19156600,350418,2-propanol
1499,4180232,12333089,19137500,350386,2-propanol
1500,4182156,12225636,19112100,350643,2-propanol
1501,4143897,10677410,19135300,350804,2-propanol
1502,4144000,13123875,19205000,350719,2-propanol
1503,4137915,12165870,19222500,350996,2-propanol
1504,4152208,12242281,19214200,351120,2-propanol
1505,4130474,11413025,19185500,351465,2-propanol
1506,4173898,12166319,19169200,350949,2-propanol
1507,4169248,12573893,19191100,352486,2-propanol
1508,4127011,13104591,19127600,353077,2-propanol
1509,4130551,13098324,19037200,355096,2-propanol
1510,4128661,14751603,19145200,354940,2-propanol
1511,4176747,13278308,19202000,355560,2-propanol
1512,4165109,10713054,19193600,356406,2-propanol
1513,4170812,12936979,19211700,357361,2-propanol
1514,4143817,14117167,19300500,356842,2-propanol
1515,4137516,10594181,19097300,357626,2-propanol
1516,4163600,11736788,19201300,357618,2-propanol
1517,4163158,14792372,19221100,358336,2-propanol
1518,4187022,13964069,19267700,358782,2-propanol
1519,4135508,15415039,19253600,359573,2-propanol
1520,4141141,14002514,19248800,358962,2-propanol
1521,4154228,15199194,19169600,359236,2-propanol
1522,4150452,13580120,19215100,359402,2-propanol
1523,4133877,13333368,19232900,359229,2-propanol
1524,4186786,11777359,19190000,359680,2-propanol
1525,4134796,13861310,19162100,359784,2-propanol
1526,4144368,14297166,19173400,359691,2-propanol
1527,4131488,13297475,19115800,360852,2-propanol
1528,4151369,11599037,19110400,358863,2-propanol
1529,4184172,12055126,19081300,358500,2-propanol
1530,4184688,12533373,19112100,358138,2-propanol
1531,4156861,11060763,19193700,353968,2-propanol
1532,4127777,15261540,19246300,350340,2-propanol
1533,4143778,13147422,19288300,351015,2-propanol
1534,4132605,14064988,19142600,359390,2-propanol
1535,4144303,12499521,19166900,356314,2-propanol
1536,4157160,14258295,19167400,359395,2-propanol
1537,4186076,13887376,19086500,357364,2-propanol
1538,4134150,11511865,19118800,350606,2-propanol
1539,4127022,14487912,19103900,359272,2-propanol
1540,4144076,11898240,19081300,355451,2-propanol
1541,4129290,12827010,19098900,350071,2-propanol
1542,4128788,14859902,19092300,355997,2-propanol
1543,4187886,14144936,19155000,358003,2-propanol
1544,4163106,12104729,19213100,355113,2-propanol
1545,4174126,14816371,19212800,352641,2-propanol
1546,4129023,12749244,19235500,355565,2-propanol
1547,4141885,13914321,19288000,359015,2-propanol
1548,4134417,14382860,19281600,356047,2-propanol
1549,4185000,14691863,19257500,350921,2-propanol
1550,4155008,13002609,19265300,355983,2-propanol
1551,4137229,10779321,19258900,353261,2-propanol
1552,4189212,12601382,19249700,356286,2-propanol
1553,4161234,10764210,19317600,356408,2-propanol
1554,4129687,14519167,19297600,355911,2-propanol
1555,4137645,12316656,19264400,357503,2-propanol
1556,4142763,12208694,19265100,354906,2-propanol
1557,4177996,14452459,19232400,356459,2-propanol
1558,4169308,11764438,19235000,355188,2-propanol
1559,4164391,10818470,19223800,353569,2-propanol
1560,4163180,12154660,19226400,352100,2-propanol
1561,4167355,11156021,19226800,357061,2-propanol
1562,4157730,10779117,19250800,352237,2-propanol
1563,4148876,10978115,19217800,358868,2-propanol
1564,4165289,13603432,19238900,358696,2-propanol
1565,4160200,13848564,19250200,359018,2-propanol
1566,4187533,12604340,19189600,354889,2-propanol
1567,4152772,15515402,19215800,353630,2-propanol
1568,4167922,14910579,19244100,358383,2-propanol
1569,4178165,12145638,19405800,350069,2-propanol
1570,4154856,11294658,19334200,358248,2-propanol
1571,4180970,14118205,19373300,359460,2-propanol
1572,4128581,14887001,19381700,356661,2-propanol
1573,4172885,12776439,19341000,357937,2-propanol
1574,4143883,10842431,19244400,355080,2-propanol
1575,4135956,13516655,19339400,357151,2-propanol
1576,4145039,12690247,19329800,354595,2-propanol
1577,4128667,13227372,19285700,351038,2-propanol
1578,4154123,15276610,19234500,355833,2-propanol
1579,4168967,12329980,19271300,355260,2-propanol
1580,4131599,15074041,19256600,351384,2-propanol
1581,4178655,14459795,19295100,355655,2-propanol
1582,4173616,13752232,19302400,351327,2-propanol
1583,4161732,14954302,19330800,354804,2-propanol
1584,4169114,14422468,19319800,356286,2-propanol
1585,4137577,14677642,19262300,355424,2-propanol
1586,4163321,10683345,19231300,351604,2-propanol
1587,4129817,12512822,19235900,355829,2-propanol
1588,4146856,13258028,19291300,358225,2-propanol
1589,4165631,15459681,19370100,358360,2-propanol
1590,4173504,13668890,19351300,351912,2-propanol
1591,4167195,12981225,19304300,352228,2-propanol
1592,4149677,13175957,19372700,356777,2-propanol
1593,4154722,11484211,19329300,352687,2-propanol
1594,4185463,10528015,19315500,356820,2-propanol
1595,4166231,11075950,19352800,353945,2-propanol
1596,4156430,14458706,19421600,353136,2-propanol
1597,4156583,15458152,19407500,359677,2-propanol
1598,4138015,11986175,19386100,354017,2-propanol
1599,4130904,14212129,19406300,356426,2-propanol
1600,4156325,12101579,19431000,352437,2-propanol
1601,4159893,12413188,19434900,350464,2-propanol
1602,4162321,13160719,19467100,359252,2-propanol
1603,4180365,14900001,19500400,353603,2-propanol
1604,4140152,12899691,19495000,358159,2-propanol
1605,4130335,15199918,19505200,357346,2-propanol
1606,4144317,13744679,19549800,356254,2-propanol
1607,4143572,10596751,19558800,351707,2-propanol
1608,4148585,13280778,19592500,353559,2-propanol
1609,4174780,15179317,19553800,352749,2-propanol
1610,4143596,13019969,19501800,350216,2-propanol
1611,4172947,11957438,19484600,355563,2-propanol
1612,4134997,11855437,19467400,357963,2-propanol
1613,4128174,14266398,19628700,351025,2-propanol
1614,4127878,13646786,19570200,350507,2-propanol
1615,4172715,14232576,19571100,353083,2-propanol
1616,4129149,14120126,19674300,359621,2-propanol
1617,4188992,14730166,19652600,358516,2-propanol
1618,4184609,13552328,19666600,352649,2-propanol
1619,4156526,13229151,19622700,356024,2-propanol
1620,4140784,12005772,19670400,354687,2-propanol
1621,4181758,14389406,19585400,351161,2-propanol
1622,4141240,14354331,19598300,359179,2-propanol
1623,4183944,14348659,19560500,357965,2-propanol
1624,4156091,11777580,19599400,355584,2-propanol
1625,4155804,14038656,19574600,350646,2-propanol
1626,4130729,11307622,19532000,358045,2-propanol
1627,4179162,11550581,19535700,354393,2-propanol
1628,4186689,12914297,19640600,354855,2-propanol
1629,4128296,14424239,19620000,358147,2-propanol
1630,4180991,13566914,19640600,357701,2-propanol
1631,4153064,11577338,19664500,354541,2-propanol
1632,4137559,13482983,19795500,356016,2-propanol
1633,4127361,11690266,19800300,356792,2-propanol
1634,4140355,11720240,19809300,351111,2-propanol
1635,4162664,14879311,19735100,357395,2-propanol
1636,4159179,14017526,19705700,351832,2-propanol
1637,4138382,14397695,19659300,357823,2-propanol
1638,4153856,14351490,19627900,355407,2-propanol
1639,4146323,11694137,19561000,359619,2-propanol
1640,4164274,12342361,19529500,355831,2-propanol
1641,4185136,14869692,19497400,351223,2-propanol
1642,4172324,10763720,19458000,359260,2-propanol
1643,4165982,12949989,19482600,353586,2-propanol
1644,4160444,11290946,19466300,350370,2-propanol
1645,4178349,11583870,19431600,351526,2-propanol
1646,4128449,11699882,19423900,359140,2-propanol
1647,4172145,11099370,19440000,355317,2-propanol
1648,4180770,14651740,19341700,357493,2-propanol
1649,4171196,13997757,19572300,350451,2-propanol
1650,4152478,13791284,19616000,356437,2-propanol
1651,4144873,13695264,19697500,357465,2-propanol
1652,4137446,13965804,19711000,352582,2-propanol
1653,4167013,12338136,19730600,352177,2-propanol
1654,4153056,11016778,19887300,354052,2-propanol
1655,4136949,12328420,19795700,355648,2-propanol
1656,4180325,11240993,19876800,352894,2-propanol
1657,4157504,14429661,19874000,358609,2-propanol
1658,4181606,11519048,19908000,355334,2-propanol
1659,4187633,14385841,19958100,351362,2-propanol
1660,4146198,15531365,19906600,354309,2-propanol
1661,4182455,12283180,20003000,354182,2-propanol
1662,4147641,13843345,20052500,350901,2-propanol
1663,4184773,12834594,20083000,351297,2-propanol
1664,4135143,12885946,20076900,350163,2-propanol
1665,4163870,15558241,20223200,350879,2-propanol
1666,4139767,14236317,20281200,355342,2-propanol
1667,4128417,12959946,20347900,351735,2-propanol
1668,4162795,11583648,20329300,356596,2-propanol
1669,4174340,14876789,20530500,356982,2-propanol
1670,4139824,10856001,20726200,350465,2-propanol
1671,4138846,14453603,20824800,353973,2-propanol
1672,4137428,13225486,20827600,352329,2-propanol
1673,4135381,12704066,20842100,359578,2-propanol
1674,4187369,15460152,20904200,352230,2-propanol
1675,4159590,10616265,20999100,357803,2-propanol
1676,4177427,12613644,21054200,353734,2-propanol
1677,4152636,15456978,21220000,351970,2-propanol
1678,4170321,13896677,21161500,350056,2-propanol
1679,4142553,11641523,21143600,355318,2-propanol
1680,4178997,14095582,21158400,351097,2-propanol
1681,4144552,11852596,21177300,351144,2-propanol
1682,4129444,15502197,21232100,358977,2-propanol
1683,4154386,14275860,21241900,352090,2-propanol
1684,4133604,14411225,21430000,352543,2-propanol
1685,4165531,11120805,21470300,355121,2-propanol
1686,4160909,11316171,21388900,355866,2-propanol
1687,4146628,11297485,21376900,353245,2-propanol
1688,4174105,13040276,21579900,350667,2-propanol
1689,4146849,11362849,21559200,357073,2-propanol
1690,4159467,11323035,21565700,355284,2-propanol
1691,4175331,14615950,21633200,358887,2-propanol
1692,4169678,13932545,21639900,356945,2-propanol
1693,4175322,12686418,21615500,359009,2-propanol
1694,4149393,12722840,21840300,358963,2-propanol
1695,4147416,13157074,21799800,354248,2-propanol
1696,4184350,14667436,21701800,355007,2-propanol
1697,4149008,15534189,21642700,352697,2-propanol
1698,4128374,13913790,21598500,356008,2-propanol
1699,4169352,11065985,21618400,351765,2-propanol
1700,4184842,10738278,21553000,358209,2-propanol
1701,4133810,12183962,21558500,351583,2-propanol
1702,4163596,13408314,21628600,351148,2-propanol
1703,4155856,13861680,21786700,355229,2-propanol
1704,4141934,15424893,21716500,352420,2-propanol
1705,4183242,15563096,21650000,350991,2-propanol
1706,4173382,15206359,21738700,353019,2-propanol
1707,4182848,15470144,21818400,355284,2-propanol
1708,4186580,15155513,21814100,354376,2-propanol
1709,4135347,14348974,21809700,358494,2-propanol
1710,4182255,11960195,21887800,350283,2-propanol
1711,4149388,13044564,21882200,358863,2-propanol
1712,4152709,10542770,21792200,354901,2-propanol
1713,4169275,13119211,21907600,355226,2-propanol
1714,4136018,12454374,21945700,350139,2-propanol
1715,4136702,13284737,21998800,355255,2-propanol
1716,4160701,15192469,22055600,351435,2-propanol
1717,4146435,12847487,22005700,350155,2-propanol
1718,4173927,15016485,21933000,356060,2-propanol
