ID,Sensor1,Sensor2,Sensor3,Sensor4,Compound
2645,4053990,11279100,18702100,219469,Ethanol
2646,4051480,11205700,18671100,219473,Ethanol
2647,4052430,11340500,18654700,219310,Ethanol
2648,4050520,11874700,18677400,219218,Ethanol
2649,4035030,11955300,18749600,219359,Ethanol
2650,4038280,11862800,18644300,219444,Ethanol
2651,4021110,10649200,18557500,219311,Ethanol
2652,4049080,10719200,18536900,219152,Ethanol
2653,4035090,10235900,18559500,219096,Ethanol
2654,4024720,10174100,18578300,218870,Ethanol
2655,4016200,10323500,18592800,218813,Ethanol
2656,4004240,10255300,18621100,218513,Ethanol
2657,4002640,10171200,18584200,218443,Ethanol
2658,3997750,10152000,18609400,218325,Ethanol
2659,3998870,10129400,18622400,218087,Ethanol
2660,4000260,9980160,18598000,218092,Ethanol
2661,3986530,9865810,18591300,217866,Ethanol
2662,4001540,9822050,18538700,217730,Ethanol
2663,3994870,9524450,18575100,217551,Ethanol
2664,3989570,10348300,18622000,217439,Ethanol
2665,3995790,10453900,18577400,217490,Ethanol
2666,3993270,10265600,18560300,217446,Ethanol
2667,3989830,10136100,18591500,217417,Ethanol
2668,3995070,10187300,18613500,217345,Ethanol
2669,3996510,10533600,18632700,217215,Ethanol
2670,4000770,10193800,18635100,217183,Ethanol
2671,4000240,10201200,18525500,216983,Ethanol
2672,4003780,10567700,18503800,216932,Ethanol
2673,4005030,11080800,18489900,216808,Ethanol
2674,3994800,10970900,18461000,216575,Ethanol
2675,4025610,10933300,18507000,216404,Ethanol
2676,4008280,10992400,18485600,216304,Ethanol
2677,4002010,11037900,18423600,216278,Ethanol
2678,4009570,12404400,18377700,216254,Ethanol
2679,3982230,12509500,18395300,216249,Ethanol
2680,3982690,12166200,18386800,216092,Ethanol
2681,3985730,11696800,18380100,215979,Ethanol
2682,3979900,11725400,18433400,215689,Ethanol
2683,3975140,11620200,18433600,215581,Ethanol
2684,3980080,12302700,18441800,215474,Ethanol
2685,3987870,11593000,18430100,215458,Ethanol
2686,4002100,11187400,18443600,215272,Ethanol
2687,4004220,10923600,18408800,215073,Ethanol
2688,3996490,11145800,18324300,215360,Ethanol
2689,3988430,11267400,18301100,215308,Ethanol
2690,4000260,12504300,18308100,215358,Ethanol
2691,3988340,12242000,18328000,215240,Ethanol
2692,3988330,12321200,18312600,215062,Ethanol
2693,3977810,12080100,18306600,214880,Ethanol
2694,3992290,11967200,18320600,214899,Ethanol
2695,3985460,11836400,18307100,214761,Ethanol
2696,3979950,12006100,18283800,214634,Ethanol
2697,3992600,11688800,18243600,214626,Ethanol
2698,3993970,11167100,18226600,214470,Ethanol
2699,3998480,10702900,18254900,214360,Ethanol
2700,4001100,9732190,18246600,214083,Ethanol
2701,3986410,10920200,18232100,213907,Ethanol
2702,4000580,10741900,18263900,214071,Ethanol
2703,3996190,10808400,18299500,213938,Ethanol
2704,3994900,10817300,18244200,213897,Ethanol
2705,3995760,11275800,18228400,213715,Ethanol
2706,3996070,11414500,18238000,213591,Ethanol
2707,3981110,11370300,18174900,213626,Ethanol
2708,3978260,11374500,18144500,213310,Ethanol
2709,3979270,11398000,18193500,213124,Ethanol
2710,3985300,10154800,18179000,212923,Ethanol
2711,3992550,10106700,18106200,212964,Ethanol
2712,4001130,10050500,18135500,212802,Ethanol
2713,4001860,10262700,18114800,212767,Ethanol
2714,4009560,10470700,18105000,212753,Ethanol
2715,4016460,10228400,18110100,212605,Ethanol
2716,4032800,9508070,18064100,212623,Ethanol
2717,4016870,9329280,18015200,212520,Ethanol
2718,4018220,9234230,18052800,212227,Ethanol
2719,4011210,9087680,18006500,212027,Ethanol
2720,3999180,9119490,18032800,211954,Ethanol
2721,3995290,9101310,18043900,211746,Ethanol
2722,3994750,8954710,18038000,211648,Ethanol
2723,3993510,10700500,18003500,211474,Ethanol
2724,3993230,11728700,17979900,211317,Ethanol
2725,3988900,11370000,18005800,211196,Ethanol
2726,3991480,11598500,18005600,210925,Ethanol
2727,4006450,11707600,18001700,210817,Ethanol
2728,4021120,11671200,18012600,210798,Ethanol
2729,4029710,11443600,17955800,210698,Ethanol
2730,4013760,11612000,17887900,210660,Ethanol
2731,4028880,11573000,17830200,210428,Ethanol
2732,4029830,11676000,17777100,210167,Ethanol
2733,4028610,11573900,17773400,210188,Ethanol
2734,4025520,11060000,17758600,209965,Ethanol
2735,4022980,11447400,17725200,209860,Ethanol
2736,4021860,12067500,17718500,209658,Ethanol
2737,4022440,10145100,17722700,209550,Ethanol
2738,4039980,9856070,17748300,209414,Ethanol
2739,4039790,10397800,17757600,209351,Ethanol
2740,4033650,10425900,17757700,209175,Ethanol
2741,4032570,10312600,17707000,208896,Ethanol
2742,4031690,9935470,17676900,208828,Ethanol
2743,4031610,9668660,17681700,208781,Ethanol
2744,4045840,9658460,17698100,208682,Ethanol
2745,4046910,9454760,17692400,208614,Ethanol
2746,4041860,9484270,17673800,208461,Ethanol
2747,4043050,9082970,17630400,208241,Ethanol
2748,4050000,9088140,17589400,208119,Ethanol
2749,4049920,9115100,17665300,208045,Ethanol
2750,4038790,9508920,17688300,207861,Ethanol
2751,4038410,9736390,17667300,207877,Ethanol
2752,4038830,9877030,17711000,207722,Ethanol
2753,4047360,9817570,17743500,207741,Ethanol
2754,4048180,9810220,17725500,207582,Ethanol
2755,4059560,9595190,17759700,207484,Ethanol
2756,4038550,9607700,17794400,207309,Ethanol
2757,4039060,9346420,17768600,207173,Ethanol
2758,4038490,9112610,17770200,207094,Ethanol
2759,4042760,8880340,17749900,206984,Ethanol
2760,4047310,8736940,17688700,206880,Ethanol
2761,4052490,8426140,17740000,206791,Ethanol
2762,4055210,8104050,17787400,206768,Ethanol
2763,4068150,8193720,17792100,206678,Ethanol
2764,4053360,8369200,17782800,206678,Ethanol
2765,4059990,8389010,17777900,206623,Ethanol
2766,4048560,8403100,17780100,206322,Ethanol
2767,4050120,8252890,17741300,206303,Ethanol
2768,4060490,8434010,17667700,206271,Ethanol
2769,4053100,8556730,17549900,206331,Ethanol
2770,4041980,8959280,17473100,206149,Ethanol
2771,4040930,9646990,17461600,205845,Ethanol
2772,4042090,9394600,17480200,205658,Ethanol
2773,4037830,9258340,17485100,205549,Ethanol
2774,4037990,9516080,17524200,205385,Ethanol
2775,4038870,9540970,17527800,205313,Ethanol
2776,4053590,9548340,17437400,205101,Ethanol
2777,4053710,9546720,17456800,204867,Ethanol
2778,4052000,9529800,17451000,204942,Ethanol
2779,4053260,9802710,17252800,205253,Ethanol
2780,4047400,9134150,17247000,205313,Ethanol
2781,4050800,9006900,17309100,205032,Ethanol
2782,4044790,9007060,17279000,205161,Ethanol
2783,4047310,8898650,17251300,205122,Ethanol
2784,4065530,8694090,17226600,205096,Ethanol
2785,4063280,8675580,17160100,205036,Ethanol
2786,4064990,8598550,17048900,205012,Ethanol
2787,4066680,8482840,17020800,204952,Ethanol
2788,4068920,8761340,17030800,204830,Ethanol
2789,4058600,9386400,17051600,204788,Ethanol
2790,4053740,9220100,17060700,204708,Ethanol
2791,4058620,9451450,17132300,204598,Ethanol
2792,4056280,9314000,17145300,204466,Ethanol
2793,4056760,9230200,17110100,204479,Ethanol
2794,4053900,9414210,17100000,204365,Ethanol
2795,4054710,9661630,17048000,204167,Ethanol
2796,4060600,9473820,17170800,204140,Ethanol
2797,4065600,9345090,17107700,204172,Ethanol
2798,4081030,9082040,17127900,204028,Ethanol
2799,4080200,8906820,17171100,203972,Ethanol
2800,4082140,8815340,17181700,203939,Ethanol
2801,4075850,8860480,17164200,203862,Ethanol
2802,4072900,8822730,17166400,203854,Ethanol
2803,4066050,8324070,17183100,203523,Ethanol
2804,4070590,8127580,17166000,203411,Ethanol
2805,4065990,7955390,17095500,203412,Ethanol
2806,4059790,7987720,17036000,203415,Ethanol
2807,4056520,7973480,17013800,203261,Ethanol
2808,4050240,7951270,17017000,203246,Ethanol
2809,4065010,7882270,16980400,202965,Ethanol
2810,4067790,7852880,17023500,202767,Ethanol
2811,4078550,7998290,17067500,202844,Ethanol
2812,4077920,8460760,17043900,202898,Ethanol
2813,4088540,7861140,17009500,202839,Ethanol
2814,4090480,7984790,17016200,202645,Ethanol
2815,4086190,7964470,17046500,202588,Ethanol
2816,4088380,7967600,17028000,202501,Ethanol
2817,4097940,7843260,17039200,202367,Ethanol
2818,4095820,7910550,16983000,202299,Ethanol
2819,4096120,7781100,16955300,202299,Ethanol
2820,4097320,7830260,16889100,202112,Ethanol
2821,4097550,8029330,16886100,202151,Ethanol
2822,4092600,8074780,16843200,202175,Ethanol
2823,4110180,8100010,16859600,202221,Ethanol
2824,4109600,7931130,16865100,202222,Ethanol
2825,4116220,7804620,16884200,202385,Ethanol
2826,4112010,7874080,16900500,202368,Ethanol
2827,4113320,7949290,16936800,202313,Ethanol
2828,4113230,7878660,16929000,202221,Ethanol
2829,4108700,8052590,16847700,202131,Ethanol
2830,4110380,8102820,16848800,202092,Ethanol
2831,4097750,8227860,16809200,202091,Ethanol
2832,4116050,8374390,16822100,201889,Ethanol
2833,4115180,8313540,16810200,201924,Ethanol
2834,4113080,8375820,16761100,202018,Ethanol
2835,4111720,8404330,16830800,202026,Ethanol
2836,4108930,8304520,16803800,201928,Ethanol
2837,4107030,8200460,16815200,201890,Ethanol
2838,4111140,8318840,16858200,201709,Ethanol
2839,4109040,8253370,16834100,201683,Ethanol
2840,4122070,8228930,16784600,201590,Ethanol
2841,4105660,8114560,16802600,201553,Ethanol
2842,4117940,8017740,16819100,201368,Ethanol
2843,4114790,8025140,16828500,201424,Ethanol
2844,4115620,7999280,16859800,201309,Ethanol
2845,4120160,7951260,16824500,201349,Ethanol
2846,4126270,7767290,16835300,201261,Ethanol
2847,4126920,7784200,16813400,201206,Ethanol
2848,4123870,7786100,16829800,201299,Ethanol
2849,4121120,7678550,16653100,201296,Ethanol
2850,4116990,7650800,16716800,201277,Ethanol
2851,4119190,7619260,16748300,201304,Ethanol
2852,4124580,7538610,16792500,201066,Ethanol
2853,4124360,7668910,16824100,200994,Ethanol
2854,4113190,7540320,16754500,200702,Ethanol
2855,4114180,7549960,16762500,200669,Ethanol
2856,4115140,7384910,16754700,200679,Ethanol
2857,4117540,7392890,16786300,200616,Ethanol
2858,4117390,7450070,16714100,200474,Ethanol
2859,4112520,7531300,16673300,200611,Ethanol
2860,4104830,7593380,16716400,200434,Ethanol
2861,4102390,7586290,16728400,200427,Ethanol
2862,4104990,7547530,16729500,200357,Ethanol
2863,4117620,7487660,16797300,200410,Ethanol
2864,4113390,7554740,16789500,200373,Ethanol
2865,4124950,7608110,16771200,200364,Ethanol
2866,4123400,7554880,16761900,200387,Ethanol
2867,4121910,7504510,16801600,200395,Ethanol
2868,4116490,7515890,16797100,200432,Ethanol
2869,4120450,7537540,16812400,200407,Ethanol
2870,4125960,7546810,16861400,200397,Ethanol
2871,4131820,7485260,16851600,200471,Ethanol
2872,4132820,7405240,16680100,200476,Ethanol
2873,4130800,7354390,16486000,200419,Ethanol
2874,4134130,7375080,16470200,200373,Ethanol
2875,4132150,7409160,16565400,200339,Ethanol
2876,4131060,7379760,16633100,200254,Ethanol
2877,4130990,7361890,16591100,200289,Ethanol
2878,4120470,7392000,16635500,200322,Ethanol
2879,4134030,7415400,16517700,200293,Ethanol
2880,4125410,7396580,16580000,200133,Ethanol
2881,4124640,7324640,16532300,199967,Ethanol
2882,4119420,7361400,16515100,200037,Ethanol
2883,4127280,7406250,16509900,200027,Ethanol
2884,4127930,7445250,16584400,200079,Ethanol
2885,4123050,7452510,16574900,200141,Ethanol
2886,4120560,7420000,16625700,199934,Ethanol
2887,4122990,7376140,16597200,199863,Ethanol
2888,4120260,7405330,16505100,199891,Ethanol
2889,4118540,7360630,16464700,199933,Ethanol
2890,4120940,7398090,16487100,199998,Ethanol
2891,4118300,7463850,16682000,200103,Ethanol
2892,4122050,7456330,16677600,200063,Ethanol
2893,4120160,7481160,16756000,199851,Ethanol
2894,4113840,7461670,16747400,199829,Ethanol
2895,4112860,7467540,16733200,199848,Ethanol
2896,4111900,7462290,16743800,199773,Ethanol
2897,4113160,7502270,16703600,199669,Ethanol
2898,4129330,7537090,16666100,199535,Ethanol
2899,4146300,7518460,16734800,199526,Ethanol
2900,4252820,7472360,16713800,199568,Ethanol
2901,4254080,7506050,16734300,199448,Ethanol
2902,4294700,7507250,16755800,199417,Ethanol
2903,4099668,7471640,16718600,199374,Ethanol
2904,4004289,7469540,16622500,199369,Ethanol
2905,4023851,7488720,16483700,199304,Ethanol
2906,4022717,7478540,16623700,199344,Ethanol
2907,3976835,7448200,16669200,199354,Ethanol
2908,4136197,7455860,16634200,199398,Ethanol
2909,4019635,7489290,16695500,199417,Ethanol
2910,4029535,7497340,16671100,199446,Ethanol
2911,4143837,7461900,16649800,199495,Ethanol
2912,4046443,7459040,16673200,199544,Ethanol
2913,4039799,7475500,16665400,199547,Ethanol
2914,3997327,7462420,16656400,199398,Ethanol
2915,4095142,7452340,16609600,199431,Ethanol
2916,4035432,7437200,16638900,199508,Ethanol
2917,4099324,7459060,16630700,199540,Ethanol
2918,3984712,7504920,16640400,199377,Ethanol
2919,4057339,7538160,16613300,199329,Ethanol
2920,4022235,7555510,16565800,199325,Ethanol
2921,4028329,7573350,16665100,199313,Ethanol
2922,3985315,7549270,16592800,199216,Ethanol
2923,4126220,7552970,16575200,199162,Ethanol
2924,4061729,7544460,16572100,199228,Ethanol
2925,4022748,7558290,16631200,199202,Ethanol
2926,4029980,7584280,16804800,199162,Ethanol
2927,4114108,7586250,16757700,199085,Ethanol
2928,4110994,7578220,16798900,198987,Ethanol
2929,4090018,7538260,16826900,198872,Ethanol
2930,4116971,7614210,16881400,198832,Ethanol
2931,4012448,7636470,16899300,198817,Ethanol
2932,4106545,7637720,16883600,198752,Ethanol
2933,4000846,7652180,16831700,198699,Ethanol
2934,3978696,7626880,16765700,198639,Ethanol
2935,4093299,7619320,16702000,198595,Ethanol
2936,4005992,7666470,16578100,198529,Ethanol
2937,4040867,7630850,16643500,198554,Ethanol
2938,4041849,7636770,16705400,198382,Ethanol
2939,4097993,7623910,16727900,198422,Ethanol
2940,4014459,7674420,16705100,198547,Ethanol
2941,4016995,7653530,16704500,198597,Ethanol
2942,4035401,7662220,16697200,198616,Ethanol
2943,4076120,7697720,16682400,198467,Ethanol
2944,4049541,7724270,16607400,198375,Ethanol
2945,4122866,7717110,16600100,198383,Ethanol
2946,4052570,7728080,16635200,198306,Ethanol
2947,4097294,7712340,16621000,198223,Ethanol
2948,4092702,7694260,16609400,198272,Ethanol
2949,4070951,7660430,16613400,198315,Ethanol
2950,3989104,7667190,16618200,198370,Ethanol
2951,4106697,7663680,16635000,198377,Ethanol
2952,4089370,7665290,16641500,198441,Ethanol
2953,4016431,7665460,16615900,198258,Ethanol
2954,4136331,7565180,16806300,198092,Ethanol
2955,3991370,7554810,16798800,198011,Ethanol
2956,4141162,7556650,16781800,198050,Ethanol
2957,4123418,7591470,16760300,198093,Ethanol
2958,4072516,7554660,16765600,198041,Ethanol
2959,3997548,7522580,16793100,198084,Ethanol
2960,4072581,7537260,16854200,198097,Ethanol
2961,4032509,7565380,16880200,198040,Ethanol
2962,4021218,7562800,16867100,197884,Ethanol
2963,4110143,7550850,16828300,197932,Ethanol
2964,4101138,7536480,16891800,198024,Ethanol
2965,4124547,7557430,16959800,198121,Ethanol
2966,4007677,7586950,16871400,198083,Ethanol
2967,4003240,7583420,16896400,197871,Ethanol
2968,4035717,7557770,16868400,197706,Ethanol
2969,3982874,7550080,16843100,197487,Ethanol
2970,4051635,7585640,16935900,197442,Ethanol
2971,4089600,7630320,16984000,197473,Ethanol
2972,3983987,7626450,16982300,197446,Ethanol
2973,3981556,7640150,17108400,197437,Ethanol
2974,3997925,7635000,17069300,197404,Ethanol
2975,4145648,7631080,16992400,197396,Ethanol
2976,4144440,7676220,16998400,197359,Ethanol
2977,4094273,7668780,17095900,197227,Ethanol
2978,3977040,7691590,17201300,197315,Ethanol
2979,3994818,7676120,17180100,197419,Ethanol
2980,4082739,7698420,17168000,197429,Ethanol
2981,4143971,7717470,17160100,197448,Ethanol
2982,4053223,7705220,17135900,197390,Ethanol
2983,4094767,7717600,17120900,197327,Ethanol
2984,4068425,7719950,17086900,197291,Ethanol
2985,4134382,7678240,17114500,197112,Ethanol
2986,4060271,7634970,17100900,197114,Ethanol
2987,4089829,7680180,17100400,197136,Ethanol
2988,4117555,7656840,17124400,197283,Ethanol
2989,4105464,7727420,17086100,197464,Ethanol
2990,4112119,7765280,17143600,197434,Ethanol
2991,4026316,7769250,17135900,197240,Ethanol
2992,3986700,7746310,17178000,197052,Ethanol
2993,4077559,7766770,17083800,197189,Ethanol
2994,4096273,7730560,17098900,197143,Ethanol
2995,4095475,7726660,17148400,197221,Ethanol
2996,4037003,7733730,17163100,197256,Ethanol
2997,4141868,7737550,17190500,197238,Ethanol
2998,4021477,7789280,17144500,197338,Ethanol
2999,4140657,7776840,17114500,197335,Ethanol
3000,3992266,7843410,17094100,197263,Ethanol
3001,4032050,7862360,17121600,197212,Ethanol
3002,4069082,7842090,17121800,197259,Ethanol
3003,4008544,7763860,17199900,197248,Ethanol
3004,3979191,7740100,17199000,197056,Ethanol
3005,4030959,7773680,17216400,196979,Ethanol
3006,4043811,7785050,17099800,196821,Ethanol
3007,4145277,7801850,17213500,196969,Ethanol
3008,4058161,7781590,17271600,196913,Ethanol
3009,3993024,7778020,17231800,196724,Ethanol
3010,4032702,7794970,17251100,196866,Ethanol
3011,4072245,7794220,17218800,196913,Ethanol
3012,4023266,7750280,17237900,196981,Ethanol
3013,4114764,7739190,17289200,197000,Ethanol
3014,4032151,7778300,17284500,196932,Ethanol
3015,4079277,7787850,17302400,196777,Ethanol
3016,3999140,7810790,17284200,196786,Ethanol
3017,4128081,7795140,17442500,196740,Ethanol
3018,4006324,7805050,17616700,196760,Ethanol
3019,4044218,7810420,17777300,196751,Ethanol
3020,4080007,7857480,16855576,196685,Ethanol
3021,4110665,7836700,16810875,196700,Ethanol
3022,4043583,7839430,17087722,196758,Ethanol
3023,4000044,7868430,17094749,196946,Ethanol
3024,4081933,7879330,16673971,196949,Ethanol
3025,4037531,7887000,16550206,196738,Ethanol
3026,4010710,7897640,16482924,196516,Ethanol
3027,4142785,7823740,16579318,196664,Ethanol
3028,4108577,7872440,16684931,196663,Ethanol
3029,4084882,7831910,16612067,196591,Ethanol
3030,4129471,7852640,17152253,196505,Ethanol
3031,3997103,7856370,16673439,196674,Ethanol
3032,4128841,7852930,17111467,196621,Ethanol
3033,4023550,7779140,17076404,196541,Ethanol
3034,4089148,7762210,16503211,196599,Ethanol
3035,4137419,7793080,17063291,196721,Ethanol
3036,4096796,7828460,17117079,196658,Ethanol
3037,4071106,7805340,16472822,196664,Ethanol
3038,3995437,7832150,16698394,196669,Ethanol
3039,4077610,7877270,16549024,196746,Ethanol
3040,4110327,7892330,16752233,196735,Ethanol
3041,3991230,7874830,16892693,196684,Ethanol
3042,4128301,7881320,17247139,196695,Ethanol
3043,4126032,7925780,17238443,196656,Ethanol
3044,4130575,7896770,16951355,196601,Ethanol
3045,4129762,7848730,16761135,196539,Ethanol
3046,4006546,7827750,17109400,196595,Ethanol
3047,4109146,7820410,16793341,196504,Ethanol
3048,4084088,7840360,17244804,196427,Ethanol
3049,4062872,7870260,16861941,196448,Ethanol
3050,4027011,7897110,16998913,196386,Ethanol
3051,3977474,7913780,16979455,196337,Ethanol
3052,4074206,7884110,16875969,196335,Ethanol
3053,4146125,7900760,16502515,196420,Ethanol
3054,4140790,7907170,17175488,196476,Ethanol
3055,4137311,7910700,17273042,196524,Ethanol
3056,4032417,7910900,17048005,196518,Ethanol
3057,3986580,7943790,16941119,196595,Ethanol
3058,4077668,7958090,17041722,196581,Ethanol
3059,4096262,7946200,16903035,196620,Ethanol
3060,4025280,7932760,16928426,196622,Ethanol
3061,4001616,7930230,16850486,196619,Ethanol
3062,4001365,7900360,16758189,196636,Ethanol
3063,4084081,7863370,16896865,196487,Ethanol
3064,4102000,7856540,17066604,196507,Ethanol
3065,4071812,7872420,16935691,196572,Ethanol
3066,4076373,7914880,17192317,196540,Ethanol
3067,4137513,7889800,17209582,196540,Ethanol
3068,4043950,7897900,17144913,196582,Ethanol
3069,4108090,7883550,16498089,196558,Ethanol
3070,3978794,7796670,17093367,196516,Ethanol
3071,4002599,7759430,16803956,196618,Ethanol
3072,4044334,7718260,16953035,196443,Ethanol
3073,4123092,7765090,16755909,196639,Ethanol
3074,4057819,7770100,16526027,196674,Ethanol
3075,3998847,7680780,17263231,196722,Ethanol
3076,3983941,7710600,16811294,196557,Ethanol
3077,3986133,7752420,17123390,196495,Ethanol
3078,4110180,7688100,16569095,196535,Ethanol
3079,3982458,7713880,16659237,196572,Ethanol
3080,4107797,7743320,16536914,196591,Ethanol
3081,4044478,7736040,16620537,196788,Ethanol
3082,4055015,7717460,16539086,196637,Ethanol
3083,4063537,7741260,16984796,196817,Ethanol
3084,4135798,7723560,16768276,196864,Ethanol
3085,4053834,7748560,16507827,197117,Ethanol
3086,4032792,7763860,17243361,197420,Ethanol
3087,4012865,7766350,16940415,197540,Ethanol
3088,4062324,7741380,17057111,197711,Ethanol
3089,4071292,7744020,16732357,197856,Ethanol
3090,3983695,7747350,16760789,197867,Ethanol
3091,4032944,7742150,16581208,197914,Ethanol
3092,4039706,7721600,16658269,198419,Ethanol
3093,4004776,7732230,16614696,198432,Ethanol
3094,4119384,7711200,16720783,198742,Ethanol
3095,4143094,7740480,16545296,198882,Ethanol
3096,4005186,7717130,16983861,199034,Ethanol
3097,4038840,7712600,16939503,199315,Ethanol
3098,4080774,7667970,16700564,199434,Ethanol
3099,4046095,7659690,16721277,199980,Ethanol
3100,4022902,7635370,16650080,200242,Ethanol
3101,4015661,7672740,17119667,200329,Ethanol
3102,4129221,7637250,17223484,200850,Ethanol
3103,4137283,7607440,16881277,201020,Ethanol
3104,4039867,7594690,16957271,201176,Ethanol
3105,4144813,7563110,16927471,201359,Ethanol
3106,4067564,7609620,17136353,201539,Ethanol
3107,4121127,7587790,16590149,201687,Ethanol
3108,4095600,7632110,16496159,201867,Ethanol
3109,3985964,7647910,17111646,203023,Ethanol
3110,4056884,7636340,16587781,203023,Ethanol
3111,3994450,7623000,16490569,203038,Ethanol
3112,4045771,7607180,17182560,203306,Ethanol
3113,4107279,7622110,16531280,203659,Ethanol
3114,4094091,7590960,17134362,200391,Ethanol
3115,4058980,7554410,17167682,202796,Ethanol
3116,4128006,7553320,16610444,200600,Ethanol
3117,4062516,7529710,16549643,200204,Ethanol
3118,4144398,7547160,17209943,196847,Ethanol
3119,4019221,7521050,16543669,203128,Ethanol
3120,4006752,7504210,17100003,202929,Ethanol
3121,4047451,7448470,16827448,197403,Ethanol
3122,4092242,7417910,16554939,202692,Ethanol
3123,4020216,7440700,16606145,201411,Ethanol
3124,4136106,7430900,17064106,202983,Ethanol
3125,3978072,7459180,16683124,196940,Ethanol
3126,4046428,7438610,16473462,197457,Ethanol
3127,4023296,7367270,17270899,201040,Ethanol
3128,4039881,7362010,16715734,196920,Ethanol
3129,4082342,7369040,16959202,198499,Ethanol
3130,4075155,7362300,17019105,200729,Ethanol
3131,4016451,7353510,16928677,197115,Ethanol
3132,3992454,7312270,17243472,197518,Ethanol
3133,4020678,7336170,16933824,202360,Ethanol
3134,4076662,7372470,17171680,201753,Ethanol
3135,4076399,7354490,17013817,196361,Ethanol
3136,4106341,7360720,16542962,200593,Ethanol
3137,4087896,7363260,16477163,199459,Ethanol
3138,4011218,7385750,17189824,202823,Ethanol
3139,4051392,7326200,16929125,200410,Ethanol
3140,4022605,8228570,17250325,202041,Ethanol
3141,4047579,8357310,16795689,200391,Ethanol
3142,3997541,8185780,16961524,200119,Ethanol
3143,3986604,8167540,17257384,202053,Ethanol
3144,4048434,8010360,17048944,196775,Ethanol
3145,4120584,8180000,16537592,198795,Ethanol
3146,4075719,7354450,17199984,199117,Ethanol
3147,4084159,7307940,17254915,198383,Ethanol
3148,4137041,7314500,16574973,201471,Ethanol
3149,3997481,7338650,17090878,197502,Ethanol
3150,4043367,7277250,16677851,199192,Ethanol
3151,4096933,7234520,16978277,203037,Ethanol
3152,4110053,7395860,16827491,199210,Ethanol
3153,4025982,7370260,17279468,203104,Ethanol
3154,4121087,7486880,17069734,197403,Ethanol
3155,4036400,7417460,16496185,196422,Ethanol
3156,4028516,7438070,17265003,201307,Ethanol
3157,4040289,7481310,16565348,200574,Ethanol
3158,4094201,7464640,16761459,199609,Ethanol
3159,4079399,7513540,17162124,202363,Ethanol
3160,4017215,7528350,16774728,200035,Ethanol
3161,4084839,7572860,16823392,199756,Ethanol
3162,4073184,7587290,16798842,203073,Ethanol
3163,4118600,7544650,16826856,201497,Ethanol
3164,4115126,7624210,17231913,197264,Ethanol
3165,4068396,7663640,16505740,200013,Ethanol
3166,4070664,7639940,16806278,202697,Ethanol
3167,4077624,7670700,16554227,202115,Ethanol
3168,3994026,7691490,16710927,202654,Ethanol
3169,4070514,7739090,16827243,203341,Ethanol
3170,4128027,7681690,16765023,199581,Ethanol
3171,4072369,7639020,17008533,201846,Ethanol
3172,4105706,7693880,16698701,198948,Ethanol
3173,4074736,7636860,16879900,196923,Ethanol
3174,4108255,7610830,16525811,203064,Ethanol
3175,4137187,7603630,17280417,198199,Ethanol
3176,4078551,7554020,16750523,203200,Ethanol
3177,4116565,7554920,17238039,200737,Ethanol
3178,4086174,7582120,16886269,203365,Ethanol
3179,4087480,7600290,16668689,201519,Ethanol
3180,4002405,7596790,16965372,200266,Ethanol
3181,3996772,7645800,16743486,200468,Ethanol
3182,3988880,7582230,16563841,198380,Ethanol
3183,4109556,7572910,17164982,201394,Ethanol
3184,4065673,7569850,16841312,198843,Ethanol
3185,4133584,7598340,16600859,202226,Ethanol
3186,4110798,7685850,16686288,202207,Ethanol
3187,4093741,7762030,16592896,196612,Ethanol
3188,4023714,7750040,17255791,202815,Ethanol
3189,4053048,7749720,17028523,202678,Ethanol
3190,4000286,7727440,16605412,199159,Ethanol
3191,4011435,7730030,17220043,198969,Ethanol
3192,4022865,7728210,16901115,200235,Ethanol
3193,4008137,7669320,16720836,200633,Ethanol
3194,4031037,7644810,17019832,202075,Ethanol
3195,4090960,7673190,16931170,199336,Ethanol
3196,4008250,7656220,16709127,200296,Ethanol
3197,4115887,7799600,17260187,201440,Ethanol
3198,4058427,7663640,16719085,198332,Ethanol
3199,4107322,7661020,17170668,197015,Ethanol
3200,4130061,7646800,16504608,199407,Ethanol
3201,4064654,7679050,16806968,197189,Ethanol
3202,4072041,7848980,16579004,197820,Ethanol
3203,4116631,7945160,16602011,200715,Ethanol
3204,4016509,7622020,17118359,201841,Ethanol
3205,4049334,7597850,16737618,201212,Ethanol
3206,4030220,7603860,16747457,203167,Ethanol
3207,4140216,7567970,16692021,203501,Ethanol
3208,4014690,7867060,17142829,198099,Ethanol
3209,4021235,7851590,17264772,202220,Ethanol
3210,4000263,7798160,17000448,200001,Ethanol
3211,4042337,7838160,16976740,199235,Ethanol
3212,4059391,7791850,16703481,197371,Ethanol
3213,4107114,8042680,16577664,199004,Ethanol
3214,4006427,8063370,16850401,200628,Ethanol
3215,3992908,8146550,17195278,197367,Ethanol
3216,4078009,8005160,16889417,199002,Ethanol
3217,4120698,7959900,16832842,197048,Ethanol
3218,4124528,7852300,16868917,200227,Ethanol
3219,4060780,8120120,16685839,198810,Ethanol
3220,4055667,8143130,16481680,196570,Ethanol
3221,3999543,8124300,17133160,199760,Ethanol
3222,4041952,8172180,16595707,198852,Ethanol
3223,4089679,8196990,17196250,203432,Ethanol
3224,4018259,8162870,16653910,200171,Ethanol
3225,4055175,8206400,17009409,198219,Ethanol
3226,4037416,8119720,16780461,199502,Ethanol
